발생일,발생시간,발생지_시도,발생지_시군구,요일,사고내용,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,가해자성별,가해자연령,가해당사자종별,가해자신체상해정도,피해자성별,피해자연령,피해당사자종별,피해자신체상해정도,가해차량용도_대분류,가해차량용도_중분류,가해차량용도,피해차량용도_대분류,피해차량용도_중분류,피해차량용도,도로종류,도로형태_대분류,도로형태,기상상태,노면상태_대분류,노면상태,사망자수,중상자수,경상자수,부상신고자수
20170110,17시,경기,성남시,화,중상,차대차,측면충돌,측면충돌,안전거리 미확보,여,51-60세,승용차,중상,여,31-40세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20170110,18시,경기,하남시,화,경상,차대차,측면충돌,측면충돌,안전거리 미확보,여,51-60세,승용차,상해없음,여,21-30세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170111,01시,경기,안성시,수,사망,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,사망,남,41-50세,화물차,경상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,1,1,1,0
20170111,01시,인천,부평구,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,사업용,택시,법인택시,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170111,03시,경남,김해시,수,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,중상,남,41-50세,화물차,경상,비사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20170111,04시,경기,평택시,수,부상신고,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,31-40세,승용차,부상신고,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,0,1
20170111,08시,경기,안성시,수,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,화물차,상해없음,남,41-50세,화물차,중상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20170111,12시,서울,서초구,수,중상,차대차,추돌,추돌,안전거리 미확보,남,51-60세,승합차,상해없음,남,31-40세,승합차,상해없음,사업용,노선버스,시내버스,사업용,노선버스,시내버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,13,0
20170111,15시,경기,양평군,수,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,65세이상,승용차,중상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20170111,15시,경기,이천시,수,중상,차대사람,기타,기타,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,51-60세,보행자,중상,비사업용,승용차,승용차,보행자,보행자,보행자,고속국도,기타,기타,맑음,포장,건조,0,1,0,0
20170111,18시,전남,담양군,수,경상,차대차,기타,기타,기타,기타불명,불명,승용차,기타불명,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170111,18시,전남,담양군,수,사망,차대사람,기타,기타,안전운전 의무 불이행,여,21-30세,승용차,상해없음,남,41-50세,보행자,사망,비사업용,승용차,승용차,보행자,보행자,보행자,고속국도,단일로,교량위,흐림,포장,건조,1,0,0,0
20170111,19시,인천,부평구,수,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,31-40세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170112,05시,경기,성남시,목,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,31-40세,승용차,중상,사업용,노선버스,시외버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,눈,포장,젖음/습기,0,1,0,0
20170113,06시,충남,당진시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170113,08시,경기,용인시,금,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,승합차,상해없음,남,65세이상,승용차,경상,사업용,전세버스,전세버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170113,09시,충남,공주시,금,경상,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,31-40세,승용차,경상,사업용,전세버스,전세버스,비사업용,승용차,승용차,고속국도,기타,기타,맑음,포장,건조,0,0,5,0
20170113,11시,충남,보령시,금,중상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,61-64세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,눈,포장,적설,0,3,1,0
20170113,14시,경기,안산시,금,중상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승합차,상해없음,여,31-40세,승용차,부상신고,비사업용,버스,버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,7
20170113,14시,경남,김해시,금,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,61-64세,화물차,상해없음,남,31-40세,승용차,경상,사업용,화물차,화물차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170113,17시,경남,김해시,금,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,여,31-40세,승용차,중상,남,41-50세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,2
20170113,18시,경기,용인시,금,경상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170113,20시,강원,춘천시,금,경상,차대차,측면충돌,측면충돌,기타,남,41-50세,승용차,상해없음,남,65세이상,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170114,01시,경기,용인시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,41-50세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20170114,01시,경남,김해시,토,경상,차대차,정면충돌,정면충돌,안전거리 미확보,남,51-60세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170114,02시,서울,서초구,토,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,61-64세,승용차,상해없음,남,31-40세,승용차,상해없음,사업용,택시,개인택시,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,5,0
20170114,03시,경기,안성시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,중상,남,21-30세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,3,2,0
20170114,04시,인천,미추홀구,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,31-40세,건설기계,경상,비사업용,승용차,승용차,사업용,기타/건설기계,기타/건설기계,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170114,09시,경기,김포시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170114,10시,강원,원주시,토,경상,차대차,정면충돌,정면충돌,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,51-60세,승용차,부상신고,사업용,노선버스,고속버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,13,1
20170114,13시,서울,서초구,토,경상,차대차,추돌,추돌,안전거리 미확보,여,51-60세,승용차,상해없음,남,61-64세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170114,15시,경기,수원시,토,중상,차대차,기타,기타,안전거리 미확보,남,21-30세,화물차,상해없음,여,31-40세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20170114,15시,충남,천안시,토,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,41-50세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170114,18시,경기,시흥시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170114,18시,충남,천안시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,41-50세,승합차,경상,사업용,노선버스,고속버스,사업용,노선버스,고속버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,6,0
20170114,21시,경북,경산시,토,중상,차량단독,전도,전도,안전운전 의무 불이행,남,65세이상,승합차,상해없음,없음,불명,없음,없음,사업용,전세버스,전세버스,없음,없음,없음,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,1
20170114,23시,경기,여주시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,3,0,0
20170115,01시,인천,부평구,일,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,31-40세,승합차,상해없음,남,51-60세,승용차,상해없음,기타,기타,기타,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170115,05시,경기,성남시,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,21-30세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20170115,05시,충남,공주시,일,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,21-30세,화물차,상해없음,남,41-50세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170115,08시,경기,용인시,일,중상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,승용차,중상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20170115,11시,경기,안양시,일,경상,차대차,측면충돌,측면충돌,기타,여,21-30세,승용차,기타불명,남,41-50세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170115,11시,경기,용인시,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,기타불명,남,31-40세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170115,12시,경기,용인시,일,중상,차대차,측면충돌,측면충돌,안전거리 미확보,여,51-60세,승용차,상해없음,남,41-50세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20170115,12시,경기,화성시,일,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170115,13시,충남,천안시,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,65세이상,승용차,상해없음,남,31-40세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,4,0
20170115,14시,경기,의왕시,일,경상,차대차,측면충돌,측면충돌,안전거리 미확보,여,21-30세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170115,15시,강원,원주시,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
